kobeEW,
X,Y
0.02,617.240779611764
0.0206344386690599,616.381254817165
0.0212890029593597,617.375255101874
0.0219643312945171,619.169258594537
0.0226610823501813,619.272622613905
0.0233799356964666,615.610143977681
0.0241215924607652,614.642853525273
0.0248867760115858,615.89303023615
0.0256762326640849,615.342288315936
0.0264907324079786,614.683227996867
0.0273310696585456,614.532487630898
0.0281980640314531,615.88224650385
0.0290925611421621,617.185400036692
0.030015433430691,616.894840822596
0.0309675810125421,615.95249241687
0.0319499325566222,615.493564352087
0.032963446191011,615.688862030344
0.0340091104374637,616.283553847341
0.0350879451755564,616.861883670179
0.0362010026374177,617.230362519382
0.0373493684340136,617.303664550753
0.0385341626139887,617.313568851862
0.0397565407560965,617.279556518124
0.0410176950962826,617.261518124634
0.0423188556905221,617.193019946695
0.0436612916145438,617.221715748079
0.0450463122016121,617.230182655692
0.0464752683195744,617.73755239199
0.047949553688418,618.517710110637
0.0494706062396228,619.341010870603
0.0510399095186354,620.556162103341
0.0526589941318324,621.679252665425
0.054329439239384,620.933721268633
0.0560528740954743,620.707845916945
0.05783097963738,620.16611432073
0.0596654901249584,620.563868996652
0.0615581948321426,622.393156135474
0.0635109397920943,616.187450045025
0.0655256295977162,615.719577686944
0.0676042292592805,617.20070707724
0.0697487661209844,620.471456689084
0.0719613318383027,632.164221432938
0.0742440844180662,636.265824422163
0.0765992503232546,645.238033646048
0.0790291266445581,670.463695676445
0.0815360833408251,683.278808974698
0.0841225655505805,693.199409935775
0.0867910959768712,730.664891258369
0.0895442773477619,747.759517790932
0.0923847949548841,730.219843624239
0.0953154192725114,701.647937354329
0.0983390086597183,685.816476401437
0.101458512148255,761.496393377692
0.104676972318862,793.190093214309
0.107997528268822,785.52379621047
0.111423418673653,826.218917204507
0.114957984945924,867.49983277531
0.118604674494269,876.371186388447
0.12236704408579,837.182056397666
0.126248763315119,807.318641979115
0.130253618183524,778.598781306911
0.134385514791554,774.226320554191
0.138648483148818,816.156607012467
0.143046681104623,811.831391772616
0.147584398403296,808.668717512811
0.152266060868146,816.520826729224
0.157096234718154,787.281183777673
0.1620796310216,757.845231207148
0.167221110290953,741.165780955466
0.172525687223538,766.346625748526
0.177998535592575,772.840357356983
0.183644993293373,774.417751420432
0.189470567549601,825.035492109474
0.195480940284711,949.905000368627
0.201681973663751,1062.65631408929
0.208079715810981,1106.6678695845
0.214680406708855,1149.55858915672
0.221490484284135,1110.27044891192
0.228516590687068,1116.53070598621
0.235765578769748,1061.90311926927
0.243244518769989,967.586977243364
0.250960705207216,890.462374035259
0.258921663997116,872.715500647634
0.267135159791971,911.981248399093
0.275609203553847,1014.12792516461
0.284352060368015,1120.7551384539
0.293372257504231,1176.29365414273
0.302678592733735,1169.59922570671
0.31228014291008,1245.47165992746
0.322186272822166,1633.00770087377
0.332406644328098,1968.56168562018
0.342951225778808,2083.32221449064
0.353830301740586,2058.87139977011
0.365054483026054,2064.54055228717
0.376634717043323,2225.64336609195
0.388582298473459,2336.00083913262
0.400908880286646,2234.34263279212
0.413626485107813,2003.78903539945
0.426747516942799,1726.66237713873
0.440284773276489,1307.87258890034
0.454251457554732,1308.7797710991
0.468661192062209,1288.62915384459
0.483528031208808,1174.78144366022
0.498866475237471,1061.0858305115
0.514691484366884,1118.70107623008
0.531018493382793,1160.08305402678
0.547863426692191,1187.51772269409
0.56524271385505,1260.7933228506
0.58317330560875,1387.75477975186
0.601672690400833,1514.41116770133
0.620758911446213,1643.6621063849
0.640450584325463,1767.885199346
0.660766915141366,1878.48482465767
0.681727719251421,1966.11474923635
0.703353440594576,2024.73108094046
0.725665171631052,2053.67539906678
0.748684673914688,2065.27677191021
0.772434399317886,2049.47959858291
0.796937511929852,2006.90590509688
0.822217910649485,1938.61175843605
0.848300252494969,1847.33648363196
0.875209976652772,1738.11724064424
0.902973329289548,1617.33630993229
0.9316173891511,1490.88904251122
0.961170093973403,1364.19878063552
0.991660267731436,1240.41959245413
1.02311764875239,1120.02348269107
1.0555729187207,1005.00585988879
1.08905773260314,897.837642373582
1.12360474952324,817.259277964495
1.15924766461509,745.585058221227
1.19602124188755,674.504790668413
1.23396134813107,603.372850870389
1.27310498790005,533.031564535962
1.31349033960489,465.896565581608
1.35515679274899,404.031194359416
1.39814498634695,349.210936997389
1.44249684856148,314.03706717022
1.48825563759771,295.453674444709
1.53546598389462,285.718580215407
1.58417393365507,324.111001830038
1.63442699375644,343.108203701165
1.68627417808616,344.197604174297
1.73976605534691,332.008218901298
1.7949547983784,309.532240517232
1.8518942350437,288.668092120745
1.91063990072974,270.180745838167
1.97124909251332,251.296586063272
2.0337809250453,241.094263688337
2.09829638820756,208.161008370739
2.16485840659894,196.641199555727
2.23353190090823,184.397434644233
2.30438385123397,175.617120775468
2.37748336241297,173.290584735723
2.45290173142104,172.624104240127
2.53071251691191,170.957971133417
2.61099161096205,174.146956106761
2.69381731309132,174.646897270716
2.77927040663172,172.553198567654
2.86743423751877,168.264777939645
2.95839479558218,161.6531004964
3.05224079841532,158.868442088973
3.14906377790517,156.375932761033
3.24895816950711,148.995172819378
3.35202140435177,137.172103440264
3.45835400427364,129.429827638802
3.5680596798541,116.529248657279
3.68124543157474,113.18770834053
3.7980216541793,106.334287058391
3.9185022443462,96.602915608272
4.04280471177676,84.9990156389003
4.1710502938072,72.1008940365318
4.30336407365644,63.4799964953137
4.43987510242497,57.5229219159556
4.58071652496371,53.0640445380299
4.72602570973564,48.5281319872506
4.87594438279701,44.2720208030439
5.0306187660286,43.2073055956617
5.19019971975194,41.9640627534096
5.35484288986967,40.5781719781345
5.52470885967335,39.0834641316178
5.69996330646708,37.5097644031635
5.88077716315934,35.8824000439983
6.06732678498096,34.2234024360691
6.2597941214917,32.552909568684
6.4583668940431,30.889421005363
6.66323877887096,29.2489633868105
6.87460959599571,27.6442170860773
7.09268550411521,26.0844684679569
7.31767920167977,24.5764019635664
7.54981013434581,23.1251208482496
7.78930470901027,21.7347885736094
8.03639651463459,20.4087057210225
8.2913265500737,19.1534296475279
8.55434345913219,17.9733405543237
8.82570377307684,16.8596414751477
9.10567216084222,15.8107108624605
9.39452168717324,14.8243618577707
9.69253407895646,13.8982097670692
10,13.0298748153677
