0,0.03,0
0,0,0
0.03,0,-0.03
0.03,0,-0.03
0.03,0,-0.03
0.03,0,-0.03
0.03,0,-0.03
0.03,0,0
0.03,0,0
0.03,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0,0
0,0,0
0,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0,0,0
0,0,0
0,0.03,0
0,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,-0.03
0.03,0,-0.03
0.03,0,-0.03
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,-0.03
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0,-0.03,0
0,-0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0.03,0
0.03,0.03,0
0.03,0.03,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0,-0.03,0
0,0,0
0,0,0
-0.03,0,0
-0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.06,-0.03,0
0.06,-0.03,0
0.03,0,-0.03
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,-0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0.03
0.03,0,0.03
0.03,0,0
0.03,0,0
0.03,0,0
0.03,-0.03,-0.03
0.03,-0.03,-0.03
0,0,-0.03
0,0,-0.03
0,0,-0.03
0,0,-0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,-0.03
0.03,0,0
0.03,0,-0.03
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0.03,0.03,0
0,0.03,0
0,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,-0.03
0.03,0,-0.03
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0,0,0
0,0,0
-0.03,0,0
-0.03,0,0
-0.03,0,0
-0.03,0.03,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,-0.03,0
0,-0.03,0
0.03,-0.03,0
0,-0.03,0
0,0,0
0,-0.03,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0.03,0,-0.03
0,0,-0.03
0,0.03,-0.03
0,0.03,-0.03
0,0.03,0
0,0,0
0,0,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0.06,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0,-0.03,0
0,-0.03,0
0,-0.03,0
0,0,0
0,0,0
0,0,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0,0
0,0,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,-0.03,0
0.03,0,0
